amfi_code,date_id,date,nav,daily_return_pct
100016,2022-01-03,2022-01-03,520.4608,0.0
100016,2022-01-04,2022-01-04,515.0971,-1.030567527852244
100016,2022-01-05,2022-01-05,521.7239,1.2865147173222402
100016,2022-01-06,2022-01-06,515.788,-1.1377473794089044
100016,2022-01-07,2022-01-07,515.1639,-0.1209993253041941
100016,2022-01-10,2022-01-10,510.7136,-0.8638609964712218
100016,2022-01-11,2022-01-11,513.5542,0.5562021453902943
100016,2022-01-12,2022-01-12,512.3195,-0.240422529890727
100016,2022-01-13,2022-01-13,510.2445,-0.4050206950935719
100016,2022-01-14,2022-01-14,514.3636,0.807279647306336
100016,2022-01-17,2022-01-17,514.7627,0.0775910270477853
100016,2022-01-18,2022-01-18,517.3803,0.5085061524465528
100016,2022-01-19,2022-01-19,513.1866,-0.8105642986406814
100016,2022-01-20,2022-01-20,507.1294,-1.180311411092971
100016,2022-01-21,2022-01-21,507.871,0.1462348662885748
100016,2022-01-24,2022-01-24,506.7062,-0.2293495789284949
100016,2022-01-25,2022-01-25,509.7762,0.6058737785328061
100016,2022-01-26,2022-01-26,509.68,-0.0188710261483371
100016,2022-01-27,2022-01-27,510.8661,0.2327146444828232
100016,2022-01-28,2022-01-28,503.8641,-1.3706135521617149
100016,2022-01-31,2022-01-31,512.5903,1.7318558714542132
100016,2022-02-01,2022-02-01,512.1124,-0.0932323534019174
100016,2022-02-02,2022-02-02,515.5386,0.6690328138900803
100016,2022-02-03,2022-02-03,512.0153,-0.6834211832052794
100016,2022-02-04,2022-02-04,513.6729,0.3237403257285498
100016,2022-02-07,2022-02-07,508.0666,-1.091414400097812
100016,2022-02-08,2022-02-08,510.3595,0.4512991013382983
100016,2022-02-09,2022-02-09,509.0223,-0.2620113860915762
100016,2022-02-10,2022-02-10,509.4161,0.0773639976087592
100016,2022-02-11,2022-02-11,512.826,0.6693742109839196
100016,2022-02-14,2022-02-14,507.5435,-1.0300764781816851
100016,2022-02-15,2022-02-15,504.7492,-0.5505537948964023
100016,2022-02-16,2022-02-16,507.0506,0.4559492120046915
100016,2022-02-17,2022-02-17,516.7872,1.9202422795673744
100016,2022-02-18,2022-02-18,516.4246,-0.0701642765145726
100016,2022-02-21,2022-02-21,519.3918,0.5745659676165582
100016,2022-02-22,2022-02-22,519.1698,-0.0427422997436588
100016,2022-02-23,2022-02-23,528.4118,1.7801497698826108
100016,2022-02-24,2022-02-24,520.6004,-1.4782788726519611
100016,2022-02-25,2022-02-25,521.3038,0.1351132269587163
100016,2022-02-28,2022-02-28,514.1489,-1.3725010253138326
100016,2022-03-01,2022-03-01,503.1674,-2.1358598647201354
100016,2022-03-02,2022-03-02,504.7495,0.3144281604889443
100016,2022-03-03,2022-03-03,505.6316,0.1747599551856771
100016,2022-03-04,2022-03-04,504.6233,-0.1994139606780964
100016,2022-03-07,2022-03-07,504.411,-0.0420709864169865
100016,2022-03-08,2022-03-08,518.6513,2.823154134227845
100016,2022-03-09,2022-03-09,517.7387,-0.1759563699155863
100016,2022-03-10,2022-03-10,520.3416,0.5027439517270027
100016,2022-03-11,2022-03-11,517.6372,-0.5197354968351497
100016,2022-03-14,2022-03-14,519.2545,0.3124389050864096
100016,2022-03-15,2022-03-15,518.432,-0.1584001679330593
100016,2022-03-16,2022-03-16,516.825,-0.3099731498055647
100016,2022-03-17,2022-03-17,525.4534,1.6695012818652266
