amfi_code,return_ann_pct,return_1yr_pct,return_3yr_pct,return_5yr_pct,sharpe_ratio,sortino_ratio,alpha_pct,beta,tracking_error_pct,information_ratio,max_drawdown_pct,std_dev_ann_pct,fund_house,scheme_name,category,sub_category,plan,expense_ratio_pct,risk_category,fund_score
148567,29.71198969602076,20.37595706234765,33.991970400445304,30.974107501859027,1.4472544182205025,2.3829139518543587,26.96028200453649,0.0236852840158849,18.95816490404432,1.2637828598495136,-11.265729075028275,14.187617887092973,Mirae Asset MF,Mirae Asset Large Cap Fund - Regular - Growth,Equity,Large Cap,Regular,1.46,Moderate,86.25
120505,31.481115319403628,29.62768117152688,31.769242852237323,32.82740607461121,1.1792906349000456,2.0270844369120447,29.238130993574853,0.000550876013726,23.18670547460452,1.1284800961842367,-18.18851357211629,19.28262954220134,ICICI Prudential MF,ICICI Pru Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,1.36,High,82.25
120843,29.64834751553347,26.677583918827157,29.57511058901836,30.90745475400549,1.3058136233276143,2.3616203924590744,27.30669404266793,-0.0228278216758267,20.63356097896539,1.1710257141224838,-12.97396816518679,15.880152359436616,Kotak Mahindra MF,Kotak Flexicap Fund - Regular - Growth,Equity,Flexi Cap,Regular,1.45,Moderately High,82.0
100033,28.899383639194756,53.277195495405,32.43397122906222,30.12315310072722,1.0929210290197424,1.8270442284136887,27.171701019636885,0.0051052653051613,22.86003173935921,1.0548238306198352,-16.217208574644847,18.928536014303308,HDFC Mutual Fund,HDFC Mid-Cap Opportunities Fund - Regular - Growth,Equity,Mid Cap,Regular,1.38,High,80.75
120504,22.372037579730364,13.073788394478305,32.478927222623,23.29511862010305,1.0256807136488637,1.8030319426219743,21.176392561723205,0.0162335254291263,19.150391183336765,0.9478765668879904,-12.588275606922515,14.357582885830183,ICICI Prudential MF,ICICI Pru Bluechip Fund - Direct - Growth,Equity,Large Cap,Direct,0.8,Moderate,80.0
119094,27.075969436674075,22.277897154308548,35.10252788903541,28.214417193652032,0.9975028263019924,1.70181881991649,26.053988588287343,-0.0662637607069823,23.754891505608995,0.9588003837586528,-20.960883862039196,19.398729900994308,Axis Mutual Fund,Axis Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,1.38,High,77.0
119551,24.772561617939616,60.48929711840034,30.448613060027817,25.804686425584,1.2073241814126952,2.137677428030232,23.180827809890687,-0.0317499571515098,19.109971730373964,1.047052140787037,-15.012385498645331,13.735520150396924,SBI Mutual Fund,SBI Bluechip Fund - Regular Plan - Growth,Equity,Large Cap,Regular,1.54,Moderate,74.81
148569,30.643215145962355,39.78380253854239,29.17135767741186,31.94952310833252,1.2340680357894307,2.1444910728448487,28.245779365223942,0.0181356923187083,21.727108570627056,1.1611043964212229,-16.39674294693263,17.666392339639234,Mirae Asset MF,Mirae Asset Tax Saver Fund - Regular - Growth,Equity,ELSS,Regular,1.6,High,73.69
101206,22.604787284801358,47.96379447633372,28.960211096593724,23.53836133468803,1.0263750086601953,1.7973183400020771,21.381172059807444,0.0210876850273861,19.2622831419836,0.9537762751069369,-11.291596329323072,14.561926537858833,Aditya Birla Sun Life MF,ABSL Frontline Equity Fund - Regular - Growth,Equity,Large Cap,Regular,1.6,Moderate,68.19
119598,31.09566423737371,82.85157468100046,26.66309129954312,32.423536152454616,0.9446702375927116,1.673461332308661,30.31057945206136,-0.0231941216250911,28.375834257662465,0.9573353722195872,-28.706005721764548,25.129698933654115,SBI Mutual Fund,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Regular,1.43,Very High,67.38
